propertytype;listingtype;averagedailyrate;occupancyrateltm;numberofbookingsltm;numberofreviews;bedrooms;bathrooms;maxguests;cancellationpolicy;securitydeposit;cleaningfee;extrapeoplefee;publishednightlyrate;publishedmonthlyrate;publishedweeklyrate;minimumstay;numberofphotos;city_num;rating
Apartment;Private room;90;1;2;19;1;1;2;Strict;;150;32;85;1776;595;2;;75;3
House;Private room;80;1;11;4;1;1;2;Moderate;200;50;;82;1400;450;3;20;92;4
Loft;Shared room;74;1;0;3;1;2;8;Strict;;;70;70;1620;490;7;4;75;3
Apartment;Shared room;;;0;0;1;1;2;Flexible;;;20;80;2240;560;1;6;75;
House;Entire home/apt;;;0;0;1;1;2;Flexible;800;60;;175;4900;1225;2;14;75;
House;Private room;499;0;3;0;1;1;2;Moderate;;100;;189;5292;1323;2;11;12;
House;Private room;48;1;1;0;1;1;2;Flexible;;;;48;1150;300;1;10;26;
Apartment;Entire home/apt;86;1;7;3;1;1;2;Flexible;;55;;85;2380;595;1;6;44;4
House;Entire home/apt;499;0;7;56;5;3;13;Strict;500;250;35;400;11872;2700;3;52;8;3
House;Shared room;69;1;7;6;1;2;1;Flexible;;20;;80;1200;560;4;24;75;4
House;Private room;58;0;2;0;1;1;2;Strict;95;50;20;41;1148;287;2;3;75;
House;Entire home/apt;365;1;11;2;3;3;5;Strict;400;120;;325;9100;2275;3;11;1;4
House;Private room;82;1;19;16;1;1;4;Flexible;;15;25;90;2520;630;1;18;53;4
Apartment;Entire home/apt;406;0;1;1;2;2;4;Strict;300;150;50;399;11172;2793;1;17;75;4
House;Private room;388;0;1;0;1;2;6;Flexible;150;50;;375;10500;2625;1;23;75;
House;Entire home/apt;363;1;1;1;3;3;4;Moderate;750;100;;360;10080;2520;1;19;83;4
Apartment;Entire home/apt;171;1;1;12;1;1;3;Flexible;;85;;150;4200;750;3;16;75;4
House;Entire home/apt;1239;0;12;29;4;3;6;Strict;500;250;;1150;32200;8050;3;20;75;4
Other;Shared room;52;0;10;7;1;1;2;Moderate;300;15;25;37;800;205;2;5;53;3
House;Shared room;44;0;1;1;1;1;1;Flexible;;;;44;1232;308;1;6;82;4
Apartment;Shared room;;;0;;1;1;1;Flexible;;;;50;1516;350;15;;75;
Apartment;Private room;90;1;13;8;1;1;1;Strict;;;;94;2632;500;1;13;75;3
House;Shared room;;;0;0;1;3;1;Strict;450;25;;77;1549;450;14;16;8;
House;Private room;141;0;11;122;1;2;2;Flexible;;;;145;4060;800;1;26;75;4
House;Private room;;;0;;1;1;2;Flexible;;;;80;1516;490;1;;19;
Apartment;Entire home/apt;;;0;0;3;2;7;Flexible;;;;1500;42000;10500;1;13;75;
House;Entire home/apt;;;0;0;3;2;8;Strict;1000;19;;949;26572;6643;3;9;44;
House;Entire home/apt;550;1;3;1;4;4;8;Flexible;500;150;;500;14000;3500;2;33;75;4
House;Private room;102;0;20;25;1;1;2;Strict;100;25;;80;2240;650;1;11;12;4
Apartment;Private room;;;1;1;1;1;2;Moderate;;15;10;39;1043;250;7;4;8;
Apartment;Entire home/apt;;;0;0;1;1;2;Strict;;155;;150;3600;1050;18;7;75;
House;Shared room;42;1;5;7;1;1;1;Moderate;;15;;40;1120;280;2;17;53;4
Apartment;Entire home/apt;238;1;9;18;1;1;4;Strict;500;90;;171;4500;1000;3;8;75;4
Apartment;Shared room;49;1;4;7;1;2;1;Flexible;;10;;49;1095;299;1;6;75;3
Apartment;Private room;53;1;2;1;1;1;2;Flexible;;50;;45;315;1260;1;22;8;4
House;Entire home/apt;181;1;55;46;1;1;4;Strict;450;45;50;195;5460;1365;2;19;5;4
Apartment;Entire home/apt;190;0;43;37;1;1;2;Moderate;500;80;;160;4480;1120;1;15;75;4
Apartment;Entire home/apt;;;0;4;2;1;4;Flexible;;;;175;4900;1225;7;18;75;0
Apartment;Entire home/apt;200;0;1;0;1;1;4;Flexible;;;;200;5600;1400;1;6;75;
House;Entire home/apt;167;1;4;4;1;1;2;Moderate;100;50;;170;4760;1190;4;17;44;4
Apartment;Entire home/apt;;;0;;2;1;6;Strict;500;300;25;400;11872;2800;1;;75;
House;Entire home/apt;360;0;43;35;3;1;6;Strict;2000;150;;350;6900;1916;2;46;35;4
House;Entire home/apt;235;1;6;5;2;2;5;Flexible;300;100;;200;5600;1400;4;12;53;4
Apartment;Entire home/apt;238;1;2;29;1;1;2;Strict;;40;;229;4500;1500;2;13;75;3
House;Entire home/apt;163;1;65;122;1;1;3;Strict;200;80;25;150;4200;950;2;20;79;4
House;Shared room;43;1;6;10;1;3;8;Flexible;;5;45;45;900;350;1;15;53;3
Apartment;Shared room;55;0;2;0;1;2;1;Flexible;;20;;49;1096;343;1;7;75;
Apartment;Entire home/apt;;;0;0;3;2;6;Flexible;;100;;250;7000;1600;7;11;75;
House;Shared room;43;1;31;14;1;2;1;Moderate;;60;;38;920;235;1;6;8;3
House;Private room;;;0;0;1;1;2;Flexible;;;;199;5572;1393;1;4;30;
Apartment;Private room;115;1;3;0;1;1;1;Flexible;;;;150;2862;700;1;3;75;
House;Private room;70;0;1;;1;1;1;Flexible;150;55;;69;2067;483;1;;30;
Apartment;Entire home/apt;;;0;15;2;2;6;Moderate;400;120;;380;11278;2660;2;15;75;4
House;Private room;;;0;0;1;1;2;Strict;200;85;;60;1807;400;3;10;75;
Apartment;Entire home/apt;204;1;13;5;1;1;3;Moderate;;50;15;175;2950;1225;1;13;75;3
House;Private room;70;1;1;1;1;1;1;Flexible;;;;70;1960;490;2;7;73;4
Apartment;Entire home/apt;125;0;3;0;1;1;3;Strict;500;75;10;110;3080;770;1;7;53;
Villa;Private room;180;0;2;1;1;1;3;Moderate;200;40;;139;3495;1295;2;33;88;4
Apartment;Entire home/apt;115;0;6;4;0;1;2;Moderate;;40;40;92;2576;644;1;14;75;4
Apartment;Entire home/apt;;;0;3;1;1;2;Moderate;300;40;;170;4760;1190;7;25;79;4
Apartment;Private room;;;0;1;1;1;2;Flexible;200;15;;201;5628;1407;2;3;75;
House;Shared room;;;0;1;1;3;1;Strict;450;25;;77;1549;450;14;19;8;2
Apartment;Entire home/apt;383;1;14;2;3;2;6;Strict;250;80;;450;12600;3150;2;28;75;4
House;Entire home/apt;;;0;0;3;2;6;Flexible;;;;1500;42000;10500;1;1;30;
Apartment;Entire home/apt;299;0;5;1;0;1;6;Strict;200;150;50;265;5830;1545;2;5;27;4
House;Private room;;;0;1;1;1;2;Flexible;;;;90;2671;630;1;4;10;
Apartment;Private room;;;0;0;1;1;1;Flexible;;;;150;4200;1050;1;1;75;
Apartment;Private room;;;0;0;1;1;4;Flexible;1000;;;250;7000;1750;1;9;8;
Apartment;Private room;;;0;0;1;1;2;Flexible;;50;;165;4897;0;1;0;75;
Apartment;Private room;109;0;11;12;1;1;2;Strict;;50;50;150;4200;1050;1;11;75;4
House;Private room;265;0;21;38;1;1;2;Strict;100;75;;250;7000;1750;2;26;75;3
House;Entire home/apt;250;1;4;10;1;1;2;Moderate;500;;;250;5500;1700;3;21;75;4
House;Private room;99;1;5;19;1;1;2;Strict;95;50;40;85;2525;595;1;27;79;4
Apartment;Entire home/apt;220;0;1;25;1;1;2;Strict;500;50;;210;5300;1300;3;;75;3
Apartment;Private room;;;0;13;1;1;1;Strict;;20;;109;3286;740;5;0;75;3
Apartment;Private room;;;0;1;1;1;2;Strict;1990;60;20;119;2126;800;3;0;75;
House;Shared room;;;0;0;1;2;1;Strict;;;;35;960;245;3;7;75;
House;Private room;97;1;13;2;1;1;2;Flexible;;;;97;2879;540;1;22;75;
Apartment;Private room;;;0;4;1;1;2;Flexible;;;;150;4200;945;3;6;75;2
Apartment;Entire home/apt;;;0;1;1;1;2;Flexible;;25;;135;4007;0;2;0;75;
Apartment;Entire home/apt;129;1;2;2;1;1;3;Moderate;;;;149;4172;1043;6;3;75;3
House;Entire home/apt;274;1;49;21;1;1;4;Moderate;95;25;10;300;8400;2100;2;41;75;4
Apartment;Private room;;;0;0;1;1;2;Moderate;300;35;10;34;885;220;3;0;27;
House;Private room;42;1;27;39;1;1;3;Flexible;;;;45;1260;315;1;16;30;4
Apartment;Entire home/apt;167;1;101;138;0;1;2;Moderate;250;20;;165;4620;1145;2;16;75;4
House;Private room;105;0;6;4;1;1;3;Moderate;;;25;105;735;2940;1;28;75;3
Apartment;Entire home/apt;;;0;0;2;1;4;Flexible;1000;300;;1000;28000;7000;2;16;75;
Apartment;Entire home/apt;246;0;6;10;1;1;2;Strict;;69;;500;1499;14000;1;14;75;3
Apartment;Entire home/apt;82;1;1;1;1;1;2;Moderate;300;50;;80;1700;500;7;4;8;4
House;Entire home/apt;255;0;14;9;4;2;7;Moderate;;150;20;320;8960;2240;2;43;92;2
Apartment;Entire home/apt;;;0;0;3;2;6;Moderate;200;100;;650;19292;0;1;0;75;
House;Entire home/apt;;;0;0;2;2;3;Flexible;;;;200;5936;1400;1;8;75;
House;Private room;82;1;15;23;1;1;2;Strict;200;30;;80;2000;520;1;11;48;4
House;Private room;73;0;4;3;1;1;2;Flexible;100;50;;70;1800;600;1;6;75;4
House;Entire home/apt;345;1;1;0;4;3;8;Moderate;;;;242;6890;1694;15;18;44;
Apartment;Entire home/apt;122;1;35;28;1;1;2;Strict;400;50;;108;2200;680;2;16;3;4
House;Private room;68;0;7;3;1;2;4;Flexible;;30;;70;1960;490;1;7;53;4
House;Entire home/apt;135;1;32;33;1;1;4;Flexible;;;;135;3780;945;2;6;72;4
Apartment;Private room;;;0;0;1;1;3;Moderate;150;20;;60;1680;420;1;7;53;
Townhouse;Private room;;;0;0;1;2;2;Flexible;;;;199;5572;1393;1;1;73;
Condominium;Private room;48;1;6;8;1;2;3;Flexible;;15;;50;1400;350;1;17;92;4
House;Private room;52;1;93;92;1;2;2;Moderate;;5;;55;1100;300;1;6;53;3
House;Private room;;;0;0;1;1;1;Moderate;200;50;;90;1688;688;7;3;50;
Apartment;Entire home/apt;;;0;3;1;1;2;Moderate;500;38;15;160;4749;956;3;;75;4
House;Entire home/apt;664;1;17;12;3;3;7;Moderate;1000;275;;446;16860;5215;2;36;75;4
Apartment;Private room;157;1;4;0;1;1;2;Strict;;;30;150;4200;1050;1;5;75;
Apartment;Entire home/apt;88;0;2;1;0;1;2;Strict;100;75;;150;4200;1050;3;4;75;
Apartment;Shared room;;;0;0;1;1;1;Flexible;;;;23;644;161;1;6;8;
Apartment;Entire home/apt;89;1;14;7;1;1;2;Strict;;20;;79;2392;599;2;24;53;3
House;Private room;58;1;1;4;1;1;2;Flexible;;;10;55;1540;385;2;5;92;4
Apartment;Entire home/apt;;;0;10;2;2;6;Flexible;;;;95;2820;700;1;0;8;3
Apartment;Entire home/apt;;;0;1;1;1;2;Moderate;200;80;;180;5040;1260;2;8;75;4
Apartment;Entire home/apt;;;0;0;2;2;6;Flexible;200;100;25;237;6636;1659;1;29;75;
House;Private room;;;0;0;1;1;1;Flexible;;;;65;1820;455;1;6;;
House;Private room;73;1;7;8;1;1;2;Moderate;;;;75;2100;525;1;18;72;4
House;Entire home/apt;328;0;1;0;3;2;6;Moderate;500;40;;320;8960;1900;3;34;75;
Loft;Entire home/apt;181;1;23;74;1;1;2;Moderate;200;50;25;150;4305;1220;4;29;75;4
Apartment;Entire home/apt;500;1;2;0;1;1;2;Flexible;;;;500;14000;3500;2;10;75;
Apartment;Entire home/apt;130;0;12;1;1;1;4;Flexible;;20;;150;4200;1050;1;6;53;4
Apartment;Entire home/apt;195;0;5;4;2;1;3;Flexible;;65;;185;2800;850;1;9;75;
House;Entire home/apt;731;1;26;4;3;4;6;Moderate;500;50;;750;21000;5250;1;17;45;4
House;Private room;419;1;1;0;1;2;5;Flexible;1000;150;;389;10892;2723;5;12;75;
Apartment;Entire home/apt;;;0;6;3;2;6;Strict;500;;;425;11900;2975;4;15;75;4
Apartment;Private room;;;0;4;1;1;2;Strict;;90;;160;4749;1000;1;4;75;3
Apartment;Private room;;;0;1;1;1;2;Strict;;;;100;2968;0;0;0;75;
Apartment;Entire home/apt;125;1;1;0;1;1;2;Flexible;;25;;115;805;3220;1;5;75;
House;Private room;96;0;3;0;1;1;1;Strict;;;;96;1498;700;3;18;79;
House;Private room;119;0;1;2;1;1;2;Flexible;;35;;89;2492;623;2;17;82;3
Other;Entire home/apt;98;1;1;0;0;1;2;Strict;200;100;;95;2443;600;7;14;53;
House;Private room;90;1;34;28;1;1;1;Flexible;;;;90;2520;630;1;6;79;3
House;Private room;99;0;3;1;1;1;2;Flexible;;;;105;3116;650;1;1;30;4
House;Private room;77;0;11;20;1;3;3;Flexible;;;14;77;1950;482;2;16;14;4
House;Private room;;;0;1;1;1;2;Strict;500;;;200;4500;700;1;1;84;
House;Entire home/apt;129;1;11;7;2;1;3;Moderate;;;;155;4340;1085;3;22;19;4
House;Private room;55;0;5;1;1;1;2;Moderate;100;10;10;52;1200;320;1;6;30;4
House;Entire home/apt;;;0;1;4;3;6;Moderate;300;125;;295;7500;1855;5;26;53;2
Dorm;Shared room;62;0;7;15;1;4;10;Moderate;;;60;60;1299;355;4;6;75;2
Apartment;Private room;;;0;8;1;2;2;Flexible;200;;;89;2642;623;2;;75;3
House;Private room;48;0;8;6;1;1;1;Strict;1000;25;;45;1260;200;1;6;33;4
Apartment;Private room;242;0;25;11;1;1;2;Moderate;;50;;200;5600;1400;2;11;75;4
Apartment;Entire home/apt;;;0;31;3;2;6;Strict;300;100;30;420;11760;2940;2;31;75;3
Apartment;Private room;;;0;;1;1;2;Strict;;;;65;1951;455;1;;30;
House;Shared room;;;0;0;1;2;1;Flexible;;;;25;779;0;1;0;75;
House;Private room;;;0;;1;1;2;Flexible;;20;;150;4452;1050;1;;75;
House;Private room;105;0;2;2;1;2;2;Strict;400;50;20;59;1778;413;1;9;19;
Apartment;Private room;;;0;96;1;1;2;Strict;;15;10;110;3265;0;0;0;75;3
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;650;18200;4550;1;5;75;
Apartment;Entire home/apt;;;0;0;1;2;3;Moderate;;;;200;5600;1400;1;9;75;
House;Entire home/apt;281;1;1;0;3;2;6;Strict;1000;100;;250;7000;1750;14;15;8;
Apartment;Private room;;;0;0;1;1;1;Flexible;100;20;;90;2520;630;1;3;8;
Apartment;Private room;99;0;3;0;1;1;1;Flexible;;;;99;2772;693;1;2;75;
House;Entire home/apt;;;0;0;1;1;2;Flexible;;;;450;12600;3150;4;6;5;
House;Shared room;;;0;0;1;2;1;Moderate;;20;;39;1092;273;3;8;75;
Apartment;Private room;;;0;0;1;1;2;Moderate;;;;98;2744;686;1;2;30;
House;Entire home/apt;;;0;0;0;1;5;Flexible;500;150;;1000;28000;7000;1;10;6;
Cabin;Entire home/apt;;;0;0;0;1;1;Flexible;;;;200;5936;0;1;0;45;
Apartment;Entire home/apt;692;0;32;12;6;3;16;Strict;500;225;;699;14500;4700;3;24;75;3
Dorm;Private room;77;0;2;6;1;2;2;Flexible;150;;10;75;1400;300;10;10;75;1
Apartment;Entire home/apt;89;1;10;6;1;1;3;Moderate;;10;;85;2525;560;1;12;19;3
House;Private room;120;1;33;9;1;1;2;Strict;200;60;60;105;2940;735;1;8;79;4
Apartment;Entire home/apt;;;0;0;0;1;1;Flexible;;;;70;1960;490;1;3;53;
House;Entire home/apt;446;1;21;22;3;2;6;Strict;500;150;50;349;9772;2443;5;15;75;4
Apartment;Entire home/apt;;;0;;1;1;2;Moderate;;60;;145;4304;950;2;;75;
Apartment;Entire home/apt;325;1;73;156;2;1;5;Strict;1000;110;35;270;7560;1890;2;36;75;4
Townhouse;Private room;96;0;4;2;1;1;1;Strict;350;150;;57;1596;399;1;5;68;1
Apartment;Shared room;100;0;14;4;1;2;2;Flexible;;;;99;2772;500;3;5;75;4
House;Entire home/apt;404;1;0;2;3;2;8;Strict;2000;200;;375;10500;2500;7;23;82;4
House;Entire home/apt;;;0;;1;1;2;Flexible;;;;139;2085;489;1;;8;
Apartment;Entire home/apt;379;1;8;8;3;2;5;Moderate;;50;;395;11060;2765;6;67;75;4
House;Entire home/apt;223;1;30;38;1;1;4;Moderate;;40;;230;6440;1400;2;21;67;4
House;Entire home/apt;349;0;11;21;0;1;4;Moderate;500;90;25;275;7700;1925;2;14;49;3
Camper/RV;Entire home/apt;;;0;0;1;1;4;Flexible;;40;;150;4200;1050;1;6;91;
Apartment;Entire home/apt;219;1;31;39;1;1;2;Strict;300;85;;194;3500;1400;4;8;75;4
Apartment;Entire home/apt;227;1;8;13;1;1;2;Strict;300;40;;165;5000;1500;3;7;75;4
Apartment;Private room;;;0;0;1;1;1;Flexible;;;;100;2800;700;1;9;75;
Apartment;Entire home/apt;250;0;1;0;0;1;4;Flexible;;;;250;7000;1750;1;5;75;
Apartment;Entire home/apt;115;1;7;7;2;1;4;Strict;;50;;110;2400;770;2;14;92;3
House;Entire home/apt;650;1;1;0;5;4;10;Flexible;500;200;;400;11200;2800;3;17;75;
Apartment;Entire home/apt;;;0;0;1;1;4;Moderate;;25;;158;4424;1106;1;2;75;
Apartment;Entire home/apt;;;0;0;1;1;1;Flexible;;;;70;2095;490;1;1;30;
House;Private room;73;0;0;;1;1;2;Moderate;250;35;30;65;1951;390;2;;16;
House;Entire home/apt;264;0;4;1;4;2;6;Flexible;200;75;;250;7000;1750;1;27;56;4
Loft;Entire home/apt;425;1;8;10;1;1;8;Strict;1000;150;150;375;8500;2625;2;24;75;4
Apartment;Private room;95;0;4;1;1;1;2;Flexible;;;;90;2520;630;1;2;75;4
Apartment;Entire home/apt;122;1;1;3;1;1;2;Strict;500;65;;120;2085;650;7;16;53;3
Other;Entire home/apt;;;0;0;2;2;6;Strict;;;;1000;28000;7000;3;8;75;
House;Private room;45;1;9;9;1;0;2;Flexible;;8;10;42;1176;294;1;16;90;4
Loft;Shared room;60;1;10;8;1;2;14;Moderate;;;60;60;1299;355;4;6;75;3
Apartment;Entire home/apt;200;0;2;1;1;1;2;Flexible;175;50;;175;4900;1225;1;6;75;
Apartment;Entire home/apt;115;0;12;9;1;1;1;Strict;;;;109;3052;763;4;7;75;3
House;Private room;103;0;82;79;1;1;2;Moderate;;;;90;2100;725;1;15;75;3
Apartment;Entire home/apt;;;0;0;1;1;2;Moderate;;120;;120;3498;800;1;4;58;
Apartment;Private room;100;1;1;0;1;1;2;Flexible;;;;100;2800;550;1;5;75;
Apartment;Entire home/apt;137;0;8;4;1;1;4;Moderate;150;50;10;225;4800;1900;2;24;75;4
House;Private room;;;0;3;1;1;2;Strict;95;50;40;85;2525;595;1;32;79;4
Apartment;Entire home/apt;184;1;2;2;2;2;5;Strict;500;45;35;165;4620;1000;3;7;75;2
Other;Entire home/apt;277;1;34;1;3;2;7;Moderate;500;60;;250;7000;1750;2;39;19;4
Apartment;Private room;60;1;4;2;1;1;2;Flexible;;;;60;1680;420;5;7;75;3
Apartment;Shared room;;;0;0;1;1;1;Flexible;95;10;;60;1680;420;2;6;;
Apartment;Private room;;;0;1;1;1;2;Flexible;;15;;89;2642;0;2;0;75;
Townhouse;Entire home/apt;;;0;0;2;1;4;Flexible;;;;225;6300;1575;1;1;;
House;Private room;61;1;4;16;1;1;2;Moderate;;;20;45;750;250;1;18;80;4
House;Private room;55;1;8;2;1;1;1;Moderate;200;19;;49;1250;310;10;13;83;4
Apartment;Entire home/apt;99;0;10;3;1;1;2;Moderate;;;;99;2772;693;2;10;53;4
House;Private room;85;1;2;23;1;1;2;Flexible;;;20;85;2137;550;2;7;75;3
Apartment;Entire home/apt;347;1;43;44;1;1;2;Strict;500;100;;299;7850;2093;30;25;75;4
House;Entire home/apt;337;1;8;11;3;2;6;Strict;450;150;;300;8400;2100;3;30;72;4
Apartment;Private room;;;0;0;1;2;1;Flexible;99;;;149;4422;973;1;0;75;
House;Entire home/apt;;;0;5;4;3;8;Strict;500;200;;714;21192;5000;3;0;87;3
House;Entire home/apt;;;0;0;4;2;10;Flexible;;150;;250;7000;1750;1;21;64;
House;Entire home/apt;;;0;3;2;2;5;Moderate;200;75;;247;7331;1660;4;0;45;3
Apartment;Entire home/apt;173;1;4;6;1;1;4;Strict;500;95;;149;4172;940;3;14;75;4
Apartment;Private room;80;0;7;1;1;1;2;Flexible;;;;80;2240;560;2;3;75;2
Apartment;Private room;;;0;0;1;1;1;Strict;;40;;60;1680;420;13;6;53;
House;Shared room;63;1;2;2;1;3;1;Strict;500;100;;69;900;300;1;14;5;4
House;Entire home/apt;;;0;0;2;3;4;Flexible;;;;150;4452;0;1;0;41;
Apartment;Private room;45;1;17;12;1;1;1;Flexible;;;;45;1260;315;1;25;77;4
House;Private room;;;0;0;1;1;2;Flexible;150;25;25;69;1932;483;1;13;50;
Apartment;Private room;93;1;39;56;1;1;1;Strict;;35;;65;1820;455;1;9;75;4
Apartment;Entire home/apt;226;0;1;12;2;2;4;Flexible;;75;;158;4424;748;2;8;53;4
Apartment;Entire home/apt;140;1;47;42;1;1;2;Moderate;;65;;120;2750;750;2;13;45;4
Apartment;Entire home/apt;307;1;81;65;2;2;5;Strict;500;90;15;295;6300;1650;1;25;75;4
;Shared room;;;0;1;1;1;1;Flexible;;10;;80;2382;560;1;4;75;
House;Private room;;;0;6;1;1;1;Moderate;100;15;;55;1516;360;1;0;75;3
"Bed &amp; Breakfast";Shared room;;;0;0;1;2;2;Flexible;;;;90;2671;0;1;0;75;
Apartment;Private room;138;1;99;175;1;1;2;Strict;;30;15;99;4411;693;1;19;75;4
House;Private room;59;1;68;47;1;1;1;Strict;;13;;55;1400;350;1;6;8;3
Apartment;Entire home/apt;104;0;2;0;1;1;2;Moderate;;25;;126;3528;882;1;2;75;
Apartment;Entire home/apt;;;0;0;1;1;2;Strict;350;50;;120;3360;840;5;12;8;
House;Private room;60;1;3;0;1;1;1;Flexible;;;;60;1680;420;1;2;8;
House;Private room;;;0;0;1;1;1;Flexible;;;;11;345;77;1;2;43;
Apartment;Entire home/apt;290;1;87;43;2;1;6;Flexible;;35;;390;8190;2321;2;13;75;4
Apartment;Entire home/apt;;;0;1;1;1;2;Strict;600;100;;80;1400;500;15;10;53;
House;Entire home/apt;244;0;4;6;2;2;4;Moderate;250;80;;220;6160;1540;2;12;53;4
House;Private room;94;1;10;25;1;1;4;Strict;500;55;69;89;1995;995;3;11;75;3
House;Entire home/apt;;;0;1;2;2;7;Flexible;200;75;;132;3696;924;8;29;8;2
Loft;Entire home/apt;156;1;41;34;0;1;4;Moderate;150;50;15;150;3250;925;3;20;53;4
Apartment;Entire home/apt;388;1;43;23;3;2;8;Strict;800;140;30;395;9000;2520;1;17;75;3
House;Private room;;;0;0;1;4;1;Flexible;;;;40;1149;0;1;0;8;
Apartment;Entire home/apt;162;1;39;19;1;1;4;Strict;;25;25;150;4200;1050;1;7;75;2
House;Private room;57;1;5;9;1;2;1;Flexible;;25;10;55;1200;350;4;8;53;4
House;Private room;56;1;4;1;1;1;2;Strict;300;40;20;53;1215;315;2;1;19;
Apartment;Private room;200;1;16;3;1;1;2;Strict;;70;;180;5040;1260;2;24;75;4
Apartment;Entire home/apt;;;0;7;2;1;5;Moderate;250;100;;139;3710;850;0;0;30;2
Apartment;Entire home/apt;;;0;;1;1;2;Strict;300;85;;170;3392;875;1;;75;
House;Entire home/apt;;;0;0;2;1;4;Flexible;;;;130;3640;910;21;17;8;
House;Entire home/apt;;;0;0;3;2;4;Flexible;;;;540;15120;3780;3;6;67;
House;Entire home/apt;296;1;2;1;1;1;4;Moderate;1000;175;;180;3600;1040;3;14;75;
House;Shared room;77;1;2;12;1;3;10;Moderate;200;50;65;70;1300;450;5;38;75;4
House;Entire home/apt;;;0;7;1;1;3;Strict;250;;50;175;3127;990;0;0;53;4
Apartment;Entire home/apt;174;0;4;0;1;1;2;Flexible;;50;;160;4200;900;1;2;75;
Condominium;Entire home/apt;;;0;0;2;2;7;Flexible;;;;237;6636;1659;1;8;79;
House;Private room;;;0;0;1;1;2;Moderate;100;25;;55;1201;350;0;0;27;
Apartment;Private room;;;0;0;1;1;2;Flexible;95;10;;55;1540;385;1;9;8;
Condominium;Shared room;63;0;2;1;1;1;2;Flexible;;5;;65;1820;455;1;5;75;2
House;Entire home/apt;255;1;62;60;2;1;4;Moderate;;50;50;225;6300;1400;2;24;9;4
House;Private room;122;0;3;0;1;2;1;Moderate;;65;;85;2380;595;2;9;75;
Apartment;Private room;117;1;1;0;1;1;2;Flexible;;20;;110;3080;770;2;10;75;
Apartment;Private room;;;0;;1;1;1;Flexible;;30;;228;6767;1596;1;;75;
Condominium;Entire home/apt;;;0;0;2;2;4;Strict;400;195;;185;5180;1850;5;32;48;
House;Entire home/apt;314;1;30;24;1;1;3;Strict;;150;30;250;7000;1750;2;22;75;3
House;Entire home/apt;244;0;4;0;2;2;5;Moderate;300;100;;229;6412;1260;1;26;41;
Apartment;Entire home/apt;178;1;1;7;1;1;3;Strict;1000;20;;168;4704;1176;2;12;75;3
House;Entire home/apt;158;1;25;38;1;1;2;Moderate;;40;;145;3654;1035;3;10;75;4
Apartment;Private room;;;0;;1;1;3;Flexible;;;;65;1951;455;1;;53;
Apartment;Private room;115;1;83;111;1;1;2;Moderate;;35;20;94;2632;658;1;52;75;4
Loft;Shared room;70;1;0;8;1;2;8;Moderate;;;70;70;1620;490;5;;75;2
Apartment;Entire home/apt;;;0;1;2;2;4;Strict;;50;;520;14560;3640;1;8;75;4
Cabin;Entire home/apt;153;1;27;19;1;1;3;Moderate;100;50;;150;2175;914;2;24;8;4
House;Entire home/apt;;;1;2;1;1;2;Moderate;100;85;25;95;2820;665;1;5;82;
House;Entire home/apt;198;1;7;15;2;2;4;Moderate;;100;;175;3800;1100;1;7;8;4
House;Entire home/apt;204;1;56;59;2;2;6;Moderate;;80;;185;3700;1100;2;10;35;4
Apartment;Entire home/apt;168;1;10;10;1;1;2;Moderate;;75;;155;4340;1085;1;7;75;4
Apartment;Entire home/apt;;;0;0;2;3;6;Flexible;;;;850;23800;5950;1;18;75;
Other;Entire home/apt;300;1;1;0;0;1;4;Flexible;;;;300;8400;2100;1;3;8;
Apartment;Private room;;;0;1;1;1;2;Moderate;;;10;45;1369;0;2;0;8;
House;Private room;;;0;4;1;1;2;Flexible;;25;;49;1043;425;3;;27;4
Apartment;Entire home/apt;162;1;46;60;1;1;3;Strict;250;75;20;150;3800;950;6;7;75;4
Apartment;Entire home/apt;;;0;0;2;1;6;Strict;1000;250;;600;16800;4200;5;14;6;
Apartment;Entire home/apt;106;1;8;5;1;1;2;Moderate;100;;;111;3294;660;2;14;53;4
House;Entire home/apt;;;0;0;3;1;5;Moderate;250;85;25;150;4200;1050;3;4;53;
Apartment;Entire home/apt;259;1;4;8;2;1;4;Moderate;200;75;35;219;6132;1533;2;23;75;4
Apartment;Entire home/apt;;;0;0;0;1;2;Strict;1000;50;;120;3562;750;0;0;75;
Apartment;Entire home/apt;186;1;4;5;3;2;4;Strict;;80;;160;4480;1120;4;19;53;4
House;Entire home/apt;169;1;1;1;2;2;5;Strict;150;90;;115;3220;1800;5;10;8;4
House;Entire home/apt;191;1;6;7;2;;4;Moderate;200;100;;175;4240;1050;5;11;75;3
Apartment;Private room;127;1;17;15;1;1;2;Moderate;;;;115;2500;800;3;11;75;4
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;100;2968;0;1;0;75;
House;Private room;;;0;14;1;1;4;Moderate;100;;;89;2137;500;1;0;75;4
Apartment;Entire home/apt;193;1;23;14;0;1;2;Strict;100;70;;200;5600;1400;4;18;75;4
Apartment;Entire home/apt;;;0;6;1;1;2;Flexible;;15;;145;2341;650;7;0;75;1
Apartment;Entire home/apt;172;1;9;4;1;1;2;Moderate;500;125;30;169;4732;1183;14;41;75;4
Loft;Entire home/apt;;;0;1;2;2;4;Strict;2500;75;40;140;3180;850;5;0;69;
